,reviews
1476,"

  One of the best N95 masks available in India..I am a doctor by profession...have been using them for past 6 to 7 months...offers good protection

"
1477,"

  These are not genuine masks. Not recommended at all.

"
1478,"

  Good mask . Can be reused after keeping in Sun for a few hours .

"
1479,"

  The strings break almost immediately when putting the mask. Very poor quality. Shouldn’t be listed on Amazon! No quality check.

"
1480,"

  Quality really not upto the mark this time. Ordered in the past as well and those had a really good build. This time the straps come off while you try to wear them or get them off.

"
1481,"

  Very well fitted.Ordered 15 masks.Go for it without a doubtNo gap, and its not looseYou can adjust the tightness and loosen it as well.Nose clip is perfect.

"
1482,"

  Original venus product, with nice packing.

"
1483,"

  Fake product. Flimsy and easily tears. It's a crime to sell fake products in times of such crisis.

"
1484,"

  Value for money

"
1485,"

  Good product. Each mask packed individually

"
1486,"

  All the masks are so delicate and poor quality that all the straps are breaking off in single use .. absolutely ridiculous products...

"
1487,"

  The product is not at all good the straps simply came off when i tried to wear the mask its not the quality we expect from amazon and the cost

"
1488,"


  Your browser does not support HTML5 video.


   It's for prevention of covid not game

"
1489,"

  Good masks..  Can be used twice

"
1490,"

  Good

"
1491,"

  Most comfortable of all the masks used by my family.... Including a student doctor.

"
1492,"

  Value for moneyAuthentic mask

"
1493,"

  Recommended. I am using this to see Covid positive patients and its totally safe. Worth buying

"
1494,"

  Not original product, don't buy this. Total waste of money

"
1495,"

  I am paediatrician, no doubt very nice, my wife is Gynaecologist, we have been using it regularly during covid times.

"
1496,"

  Hole in the mask, very bad quality check... what's the meaning of wearing mask if it has holes...

"
1497,"

  Meant for single time use only, might break during the first use as well.

"
1498,"

  Good quality and good to use

"
1499,"

  Duplicate

"
1500,"

  Fake product. This isn't a genuine product. Original brand name is 'Venus'.

"
1501,"

  Worst quality some mask were toren

"
1502,"

  Nice n useful

"
1503,"

  Extremely bad

"
1504,"

  After I bought its price fall heavily

"
1505,"

  Very bad quality products received

"
1506,"

  Individual packaging. And original

"
1507,"

  I liked it. Real and genuine

"
1508,"

  Good product

"
1509,"

  Quality is not good.threads stripping easilyI think it's duplicate product to venus maskVenus masks are good .earlier I bought

"
1510,"

  Authentic product

"
1511,"

  The product is original.

"
1512,"

  Very nice & comfortable masks. The masks are individually packed, not even one is damaged. original N95 masksSeller- Indiana

"
1513,"

  Please do not buy this product. Quality is very poor. Complete waste of your hard earned money.

"
1514,"

  Definitely it ensures protection.. but unable to breathe free while climbing stairs or speaking aloud.. !! Would go for a thinner one next time.

"
1515,"

  In the past few months, I have tried many M95 masks. This one is the best. Flexible fit, no irritation, perfectly airtight and does not create vapor on glasses. Highly recommended.

"
1516,"

  I received genuine Venus masks from seller Safety Emart. Quite comfortable on the face because the strap length can be adjusted with locking mechanisms. Has metallic nose bridge support for fitting snugly over the nose. The mask features over the head type of straps, not over the ears. The price was very competitive. Highly recommended.

"
1517,"

  It's very difficult to give it ratings as the product is completely different, it's not at all venus mask, some other company with very cheap material and very very uncomfortable thing to wear,I don't know why people cheat in such kind of items..

"
1518,"

  PLEASE DON'T PURCHASE THIS MASK. THE QUALITY OF MASK IS 3RD CLASS. MASK STRIP OUT IN JUST 2 DAYS OF USE. AMAZON PLEASE REMOVE THIS SELLER FROM YOUR SITE. THEY ARE FOOLING PEOPLE FOR MONEY THEY DON'T CARE ABOUT ANY PERSON  HEALTH ISSUE. I WANT TO RETURN THIS MASK AND FULL REFUND OF MONEY.

"
1519,"

  Fake product , duplicate branding. It is not genuine Venus product. Seller is misleading customer. Even the original product is multiple different from originally Venus product .

"
1520,"

  Low quality, mask is not stitched but is joined together with fevistick ,which is not stuck Properly and gets separated easily .No return policy on this productDo not buy !

"
1521,"

  Design of product received was not matching with the image shown. Received product was L or cone shaped with elastic bands stappled in single middle spot (which is not comfortable to wear and cone shaped mask looks awful).Since I needed it urgently, I couldnt replace it.

"
1522,"

  This is not Venus v44 N95 as mention modelThis is very cheap copy product.There is no policy to return this also

"
1523,"

  Please do not buy this product. Quality is very poor. Complete waste of your hard earned money.

"
1524,"

  Definitely it ensures protection.. but unable to breathe free while climbing stairs or speaking aloud.. !! Would go for a thinner one next time.

"
1525,"

  In the past few months, I have tried many M95 masks. This one is the best. Flexible fit, no irritation, perfectly airtight and does not create vapor on glasses. Highly recommended.

"
1526,"

  I received genuine Venus masks from seller Safety Emart. Quite comfortable on the face because the strap length can be adjusted with locking mechanisms. Has metallic nose bridge support for fitting snugly over the nose. The mask features over the head type of straps, not over the ears. The price was very competitive. Highly recommended.

"
1527,"

  It's very difficult to give it ratings as the product is completely different, it's not at all venus mask, some other company with very cheap material and very very uncomfortable thing to wear,I don't know why people cheat in such kind of items..

"
1528,"

  PLEASE DON'T PURCHASE THIS MASK. THE QUALITY OF MASK IS 3RD CLASS. MASK STRIP OUT IN JUST 2 DAYS OF USE. AMAZON PLEASE REMOVE THIS SELLER FROM YOUR SITE. THEY ARE FOOLING PEOPLE FOR MONEY THEY DON'T CARE ABOUT ANY PERSON  HEALTH ISSUE. I WANT TO RETURN THIS MASK AND FULL REFUND OF MONEY.

"
1529,"

  Fake product , duplicate branding. It is not genuine Venus product. Seller is misleading customer. Even the original product is multiple different from originally Venus product .

"
1530,"

  Low quality, mask is not stitched but is joined together with fevistick ,which is not stuck Properly and gets separated easily .No return policy on this productDo not buy !

"
1531,"

  Design of product received was not matching with the image shown. Received product was L or cone shaped with elastic bands stappled in single middle spot (which is not comfortable to wear and cone shaped mask looks awful).Since I needed it urgently, I couldnt replace it.

"
